,ID,Accuracy,F1-Score,Recall,Precision,Time (Sec)
0,RFC-0001,0.6387983232417327,0.7452619161485732,0.9896551724137931,0.6062330537645709,0.05159616470336914
1,RFC-0002,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.04054861068725586
2,RFC-0003,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.0880246639251709
3,RFC-0004,0.9224809812140972,0.9300237150041697,0.9896551724137931,0.8789376121197234,0.02881789207458496
4,RFC-0005,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.07630429267883301
5,RFC-0006,0.5351342959167831,0.6891773991819626,1.0,0.5260527685690018,0.027030515670776366
6,RFC-0007,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.1019667625427246
7,RFC-0008,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.0892822265625
8,RFC-0009,0.5228535941623972,0.6830995548705854,1.0,0.5187492967215472,0.04083995819091797
9,RFC-0010,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.059092044830322266
10,RFC-0011,0.964772550846142,0.9669596038533801,0.9966101694915255,0.9394288865256607,0.0609229564666748
11,RFC-0012,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.034023714065551755
12,RFC-0013,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.07918453216552734
13,RFC-0014,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.02893662452697754
14,RFC-0015,0.8995963359726751,0.908073394355174,0.9623611922852134,0.8610578848775908,0.030053424835205077
15,RFC-0016,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.048046875
16,RFC-0017,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.07646994590759278
17,RFC-0018,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.09895787239074708
18,RFC-0019,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.06579136848449707
19,RFC-0020,0.5140816643378358,0.6790611201121951,1.0,0.5140816643378358,0.0598027229309082
